======================================
=== SHEET: Efectividad (21 rows x 16 cols) ===
======================================
 | ¿Próxima Acción? | Sí |  |  |  |  |  |  |  |  |  |  |  |  | 
 | Tipo de Compromiso | Esta semana No |  |  |  |  |  |  |  |  |  |  |  |  | 
 | N° de Próximas acciones |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 | Contexto | Total |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @A la espera | 11 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Casa | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @GoPRO | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Iquique | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Oficina | 1 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Teléfono | 6 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Online | 17 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Offline | 1 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Desarrollo Web | 3 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Búsqueda Internet | 7 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Compras internet | 1 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Email | 7 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Ipad | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Computador | 6 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Mac | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | Grand Total | 70 |  |  |  |  |  |  |  |  |  |  |  |  | 
[20 data rows]

======================================
=== SHEET: PROYECTOS (121 rows x 2 cols) ===
======================================
¿Próxima Acción? | Sí
AREA | (Multiple Items)
Proyecto | N° Acciones
Estamos registrados en Sernatur y operando en regla | 1
Las redes sociales de ANE son visualmente atractivas y a la gente le atrae | 1
Los videos ANE están estructurados y ahora es más rápido la edición de video | 1
NO movimientos de ANE declarados | 1
Sergio tiene su VISA en regla | 1
Tenemos poleras nuevas a un buen precio | 2
Tengo un asesor de empresa para todos los temas relacionados con ANE | 1
Seguimos generando videos de experiences | 3
Mi cuenta de Cairo está cerrada | 1
Hago acciones de bajo costo que generan gran impacto en nuestro negocio de ANE | 1
Tenemos todas las facturas relacionadas con ANE en orden | 1
El branding personal de ANE está muy trabajado y su estrategia está completamente definida | 1
Seguimos agregando nuevos facilitadores en la tribu de ANE | 1
Seguimos ampliando la visibiliad de ANE en internet | 2
Tenemos cuenta de paypal de empresa y está integrada en nuestra web | 1
Sergio y yo Nos organizamos muy bien y trabajamos en equipo excepcionalmente | 1
Tengo un contador para ANE en el que confío y es muy bueno haciendo su trabajo | 3
Tenemos un formulario de clientes para nuestras propias actividades | 1
Tenemos un lugar seguro donde guardar nuestra  material de experiencias: Paddles y otros. A poder ser junto a la furgoneta!! | 1
La furgoneta está ploteada con ANE y Red Paddle y se ve bakan | 2
Sergio tiene su contrato de ANE en regla | 1
Sergio tiene su carnet de conducir chileno | 1
Sergio se encuentra en contínuo aprendizaje y cada día lee más porque le encanta aprender | 1
Sergio es PADI open water | 1
ANE tiene una estrategia definida en conjunto con Pisagua Sumergido para meter paddles en Pisagua | 1
ANE tiene Red Paddle en 3 tiendas de Iquique y nos los han comprado | 1
Tenemos 2 banderas de ANE y las hemos hecho en Perú | 1
Tenemos 2 banderas de Red Paddle y las hemos hecho en Perú | 1
Tenemos una polera de surftrips para hombre brutal!!! | 1
Sergio cada vez sabe más sobre la flora y fauna de la región convirtiéndose en un guía increíble | 1
Nuestras actividades ANE están super bien definidas con precios claros, rutas concretas y tiempos medidos; listas para poder enviar a clientes | 1
ANE tiene pequeños souvenirs que la gente puede comprar | 1
Sergio controla sus gastos y tiene visibilidad sobre dónde se va el dinero y se está preparando a conciencia para cuando tenga lucas!! | 1
Sergio ha cancelado su tarjeta de la Kutxa | 1
En el Marley coffe hay videos de ANE dando vueltas todo el día | 1
Sergio tiene su portátil impeke, con todos los archivos donde tienen que estar y todo lo es necesario está archivado o ya se eliminó | 1
Las tomas que grabamos en ANE son más profesionales y bakanes | 1
La furgoneta del Equipo A de ANE está full equipada para experiences | 2
Sergio tiene Fan Page de atleta bodyboarder y está increíble, se ve excelente y tiene muchas visitas. Está ligada a ANE | 1
Sergio está federado y compite en campeonatos de boadyboard internacionales | 3
ANE tiene clientes que pagan buenas lucas por experiencias | 1
Sergio tiene el certificado de primeros auxilios en Chile | 1
ANE tiene una red inmensa de colaboradores que se sienten parte de ANE | 1
Grand Total | 53
[47 data rows]

======================================
=== SHEET: LISTA de Proyectos y Acciones (863 rows x 26 cols) ===
======================================
Contador | AREA | OBJETIVO | Proyecto | Subproyecto | Acción | ¿Próxima Acción? | Contexto | Contacto | Tiempo | Energía | Fecha inicio | Fecha objetivo | ¿Fecha límite? | Tipo de Compromiso | ¿Activa? | Completada | Fecha finalización | Notas |  |  |  |  |  |  | 
 | ANE |  | Tenemos souvenirs de Atacama North Experience |  | Definir las frases motivantes que van a llevar nuestros souvenirs | Sí | @Online |  | 3. 30'-1h' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L302="",O302=""),"",IF(AND(O302="Comprometida",(OR(L302<=TODAY(),L302="")),OR(Q302="",Q302="No"),G302="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | ANE |  | Tenemos souvenirs de Atacama North Experience |  | Definir los souvenirs que vamos a vender desde la plataforma de Atacama North Experience | No | @Online |  | 3. 30'-1h' | Media |  |  | No | Esta semana No | =IF(AND(L303="",O303=""),"",IF(AND(O303="Comprometida",(OR(L303<=TODAY(),L303="")),OR(Q303="",Q303="No"),G303="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | ANE |  | Tenemos poleras nuevas a un buen precio |  | Hacer diseño de poleras de minas con frases motivantes y el logo; buscar en pinterest | No | @Online |  | 4. 1h-2h' | Media |  |  | No | Esta semana No | =IF(AND(L304="",O304=""),"",IF(AND(O304="Comprometida",(OR(L304<=TODAY(),L304="")),OR(Q304="",Q304="No"),G304="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | ANE |  | Tenemos poleras nuevas a un buen precio |  | Jox hacer diseño de poleras de hombre con frases motivantes y el logo; buscar en pinterest | No | @Online |  | 4. 1h-2h' | Media |  |  | No | Esta semana No | =IF(AND(L305="",O305=""),"",IF(AND(O305="Comprometida",(OR(L305<=TODAY(),L305="")),OR(Q305="",Q305="No"),G305="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | WEB ANE |  | Web de ANE está lista para dar visibilidad, con la calidad deseada y tengo las herramientas para administrarla, sé en qué servidor está y ya he decidido dónde se va a quedar |  | Pedir a Rubén que seamos capaces de identificar la persona que busca Estilo Y Subestilo, para dirigir el mail marketing relacionado con eso. Se le puede sugerir en la web que meta su mail para recibir experiences de gente en los gustos suyos (seleccionable) | Sí | @Teléfono |  | 1. <15' | Baja |  |  | No | Algún día/Tal vez | =IF(AND(L306="",O306=""),"",IF(AND(O306="Comprometida",(OR(L306<=TODAY(),L306="")),OR(Q306="",Q306="No"),G306="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | DESARROLLO PERSONAL |  | Estoy sacando el máximo partido del curso Programa Experto de Raimon Samso |  | Preguntar en foro de Experto: cuál sería un infoproducto de ANE? | Sí | @Online |  | 1. <15' | Media |  |  | No | Esta semana No | =IF(AND(L307="",O307=""),"",IF(AND(O307="Comprometida",(OR(L307<=TODAY(),L307="")),OR(Q307="",Q307="No"),G307="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | DOINGOUT |  | Web de ANE está lista para dar visibilidad, con la calidad deseada y tengo las herramientas para administrarla, sé en qué servidor está y ya he decidido dónde se va a quedar |  | Definir las palabras clave a utilizar para Doingout y ANE | No | @Online |  | 3. 30'-1h' | Media |  |  | No | Esta semana No | =IF(AND(L308="",O308=""),"",IF(AND(O308="Comprometida",(OR(L308<=TODAY(),L308="")),OR(Q308="",Q308="No"),G308="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | JOX |  | Web de JOX está lista para dar visibilidad, con la calidad deseada y tengo las herramientas para administrarla, sé en qué servidor está y ya he decidido dónde se va a quedar |  | Definir las palabras clave a utilizar para JOX CORTINAT | No | @Online |  | 3. 30'-1h' | Media |  |  | No | Esta semana No | =IF(AND(L309="",O309=""),"",IF(AND(O309="Comprometida",(OR(L309<=TODAY(),L309="")),OR(Q309="",Q309="No"),G309="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | DOINGOUT |  | Estoy sacando el máximo partido del curso Programa Experto de Raimon Samso |  | Buscar en amazon y magazines, que cosas hay de mi nicho de mercado, para ver la magnitud de mi nicho |  |  |  |  |  |  |  | No | Esta semana No | =IF(AND(L310="",O310=""),"",IF(AND(O310="Comprometida",(OR(L310<=TODAY(),L310="")),OR(Q310="",Q310="No"),G310="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | DOINGOUT |  |  |  | Crear 1 mapa mental con iThoughts sobre cómo trabajamos en Doingout con nuestros clientes |  |  |  |  |  |  |  | No | Esta semana No | =IF(AND(L311="",O311=""),"",IF(AND(O311="Comprometida",(OR(L311<=TODAY(),L311="")),OR(Q311="",Q311="No"),G311="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | DOINGOUT |  |  |  | Actualizar el material disponible de Doingout |  |  |  |  |  |  |  | No | Esta semana No | =IF(AND(L312="",O312=""),"",IF(AND(O312="Comprometida",(OR(L312<=TODAY(),L312="")),OR(Q312="",Q312="No"),G312="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | FUENTES INGRESOS |  |  |  | Definir el tema del ebook que voy a escribir a partir de Marzo 2017 |  |  |  |  |  |  |  | No | Esta semana No | =IF(AND(L313="",O313=""),"",IF(AND(O313="Comprometida",(OR(L313<=TODAY(),L313="")),OR(Q313="",Q313="No"),G313="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | DOINGOUT |  |  |  | Registrar mi marca de Doingout |  |  |  |  |  |  |  | No | Esta semana No | =IF(AND(L314="",O314=""),"",IF(AND(O314="Comprometida",(OR(L314<=TODAY(),L314="")),OR(Q314="",Q314="No"),G314="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | CURSOS |  | Curso de GTD para Lunch & Learn ha sido un éxito | Sistema personal de GTD finalizado y listo para ser operado y mantenido | Preparar una hoja para el workshop del L&L de GTD. La hoja tendrá apartado de bandeja de entrada, definición de tareas, tiempo, energía; figura de reunión/revisión semanal; mensual, trimestral |  |  |  |  |  |  |  | No | Esta semana No | =IF(AND(L315="",O315=""),"",IF(AND(O315="Comprometida",(OR(L315<=TODAY(),L315="")),OR(Q315="",Q315="No"),G315="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | FAMILIA |  |  |  | Hacer fotos de los dias con los nenes en zarautz y hacer un videito corto |  |  |  |  |  |  |  | No | Esta semana No | =IF(AND(L316="",O316=""),"",IF(AND(O316="Comprometida",(OR(L316<=TODAY(),L316="")),OR(Q316="",Q316="No"),G316="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | NETWORKING |  |  |  | Recordar a Pedro que reenvie el correo que le envie de Bárbara  |  |  |  |  |  |  |  | No | Esta semana No | =IF(AND(L317="",O317=""),"",IF(AND(O317="Comprometida",(OR(L317<=TODAY(),L317="")),OR(Q317="",Q317="No"),G317="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | ANE |  |  |  | Preparar encuesta de satisfacción para la gente que hizo una experience. Se le envíamos después de que haga su actividad |  |  |  |  |  |  |  | No | Esta semana No | =IF(AND(L318="",O318=""),"",IF(AND(O318="Comprometida",(OR(L318<=TODAY(),L318="")),OR(Q318="",Q318="No"),G318="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | ANE |  |  |  | Hablar con el de puro vuelo para venderle lo del doingout |  |  |  |  |  |  |  | No | Esta semana No | =IF(AND(L319="",O319=""),"",IF(AND(O319="Comprometida",(OR(L319<=TODAY(),L319="")),OR(Q319="",Q319="No"),G319="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | ANE |  |  |  | Esperar resultado de Rubén respecto a los colores de la página de ANE, Doingout y área geográfica |  |  |  |  |  |  |  | No | Esta semana No | =IF(AND(L320="",O320=""),"",IF(AND(O320="Comprometida",(OR(L320<=TODAY(),L320="")),OR(Q320="",Q320="No"),G320="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
[320 data rows]

======================================
=== SHEET: CONTEXTO (417 rows x 14 cols) ===
======================================
¿Próxima Acción? | Sí |  |  |  |  |  |  |  |  |  |  |  | 
Contexto | @Teléfono |  |  |  |  |  |  |  |  |  |  |  | 
Completada | No |  |  |  |  |  |  |  |  |  |  |  | 
Proyecto | Análisis de competencia en Chile realizado |  |  |  |  |  |  |  |  |  |  |  | 
Tiempo | (Todas) |  |  |  |  |  |  |  |  |  |  |  | 
Energía | Media |  |  |  |  |  |  |  |  |  |  |  | 
Contacto | (Todas) |  |  |  |  |  |  |  |  |  |  |  | 
Acción | Total |  |  |  |  |  |  |  |  |  |  |  | 
Total general |  |  |  |  |  |  |  |  |  |  |  |  | 
[9 data rows]

======================================
=== SHEET: IDEAS (47 rows x 2 cols) ===
======================================
AREA | IDEA
Grabación de planos para videos | Grabar con gopro planos de mi día a día en mi trabajo actual (cuando me despierto, de la cara de demacrado que tengo, en la micro petado de gente, aburrido con el click click en la oficina
Grabación de planos para videos | Grabar con gopro planos escribiendo en el postit, en el block de notaras del cel, bandeja física de casa, la oficina, etc. Para mi curso de GTD
Cursos | Crear curso de creación de documento de gestión de vida (Misión, Valores, Visualización de futuro, Plan de acción)
Cursos |  Allá donde voy a ir, promociono antes mis cursos y los dos allí
Generación de contenido | Fijar hora y día para escribir mis dos post semanales
Generación de contenido | Idea video: por qué es tan difícil detenerse a escribir para a pensar y escribir tu misión personal. Buscamos hacer cualquier otra cosa que sea más fácil que ponernos a pensar
Generación de contenido | Idea post: Cuidado con dónde guardas tus documentos. Google drive puede jugarte una mala pasada. Guardar backup en archivo físico
Talleres | Hacer talleres para viajeros que quieren ir a India. Cursos para ayudar a la gente a tomar la decisión de irse de viaje. Story telling: "Yo empecé esta idea de talleres para testar si es verdad cuando la gente te dice: qué envídia, ojalá pudiera hacer yo lo mismo"
Generación de contenido | Hacer un post en el que se hace una similitud entre gestión de activos ISO55000 y gestión de vida
FRASES | Sin participación no hay compromiso
PROPOSITO PERSONAL | Generar un espacio en el que la gente se detenga un momento a pensar en sus sueños, inspirar a soñar, transmitir que es posible, alentar
FRASES | De qué te sientes orgulloso
Para mi LIBRO | El día que descubrí al emprendedor que llevo dentro: título - El emprendedor que llevas dentro
Generación de contenido | Hacer videos cortos comentando frases celebres, sacarlas del libro de Los 7 hábitos
CANCIONES | Ser auténtico. Hacer canciones con temas que se tratan en desarrollo personal
Talleres | En mis talleres, tocar una canción relacionada con el tema del evento. Sería que firma personal de cada evento. Se invita a la gente que haga lo que le gusta tantas veces como pueda. No perder la ocasión de compartir la pasión de uno.
Para mi LIBRO | Título de mi libro - Flow Master: The 7 key to mastering flow in your life
Para mi LIBRO | Título: Summer lifestyle 365°
 | Idea: Bienvendios a Espacio en el MAR, donde ayudamos a las personas a que lancen su sueño de vida al universo. La idea es que la gente hable de su objetivo ilusionante y que tenga sentido para la persona, para este año o el siguiente. Cada vez que la persona dude, podrá ver este video y se cargará de nuevo con energía para trabajar rumbo a su meta.
INVERSIONES | Pensar en invertir algo en thinkgreen
CONFERENCIAS | Hacer ejercicio de: Qué harían si les quedase un año de vida, 3 meses, 1 semana, 1 día. Hacerlo en el L&L
GOOGLE | Si coloco en google una frase "entre comillas" puedo ver cuánta gente está utilizando esa expresion. Si hay muchas búsquedas, no conviene utilizarla
[23 data rows]

======================================
=== SHEET: Opiniones de los Demás (8 rows x 16 cols) ===
======================================
 |  |  |  |  |  | Opiniones sobre JOX |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  | POSITIVAS |  |  |  |  |  | MEJORABLES |  |  | 
 |  |  |  |  |  | Sonia | Alegre | Transparente |  |  |  |  |  |  | 
 |  |  |  |  |  | Magda | Lider | Aventurero: porque exploras cosas |  | Inteligente | Sabio | Hablo demasiado | Repito las cosas | Disperso | Mareo
 |  |  |  |  |  | Nahu | Visionario: porque siembre estás buscando nuevos proyectos y aventuras | Abierto: Porque te abres a las personas desconocidas con el fin de entender y cononcer la vida del otro lado | Trabajador: porque luchas hasta llegar a tu objetivo y tienes la suficiente confianza en ti mismo para conseguirlo | Inteligente | Perserverante | Inconformista; porque tuve la posibilidad de trabajar cerca de mi familia y kuadrilla |  |  | 
 |  |  |  |  |  | Osvlado | Buena persona | Transparente | Dedico tiempo a quien necesita una conversación | Genero buen ambiente en un grupo |  |  |  |  | 
[6 data rows]

======================================
=== SHEET: COMENTARIOS MAGDA PAGINA JOX (20 rows x 3 cols) ===
======================================
 | COMENTARIOS DE MAGDA | 
 | INICIO | La foto de fondo del weon en el campo como que no responde al tema de la página
 | INICIO | El botón de Reservar? Reservar qué?
 |  | Definir cómo quiero enfocar mis servicios: cosas de coaching a personas, grupos; liderazgo, a quién, cómo, si temas relacionados con el deporte, etc.
 | SOBRE JOX | Poner mi testimonio. Qué me llevó al tema del coaching; una breve descripción y luego poner el tema de la misión y demás
 | SOBRE JOX | Es muy importante hablar desde la experiencia: cómo has abierto tu mente y ver más posibilidades, cómo has utilizado herramientas, cómo alcanzaste la vida que siempre quisiste tener
 | IDEA GENERAL | Enfocar la página a: tu oportunidad de cambiar tu vida; tienes un trabajo que no te gusta; tienes sueños por cumplir; que la gente diga, sí sí, a mí me pasa eso
 |  | Pensar en 
[8 data rows]

======================================
=== SHEET: Organización (22 rows x 4 cols) ===
======================================
Contextos | Contactos | Tiempo | Energía
@A la espera | Abogado@ | 1. <15' | Alta
@Búsqueda Internet | Cristina@ | 2. 15'-30' | Media
@Calle | Cristobal@ | 3. 30'-1h' | Baja
@Casa | Constantino@ | 4. 1h-2h' | 
@Compras calle | JuanCarlos@ | 5. >2h' | 
@Compras internet | Magda@ |  | 
@Computador | Nahu@ |  | 
@Cualquiera | Osvaldo@ |  | 
@Desarrollo Web | Romerais@ |  | 
@Email | SergioUrra@ |  | 
@GoPRO | Sergio@ |  | 
@Ipad | Tito@ |  | 
@Iquique | Ruben@ |  | 
@Libro | Doctora@ |  | 
@Mac | SergioFernandez@ |  | 
@Offline |  |  | 
@Oficina |  |  | 
@Online |  |  | 
@Teléfono |  |  | 
@Tagna |  |  | 
@Zarautz |  |  | 
[22 data rows]

======================================
=== SHEET: Archivo (35 rows x 27 cols) ===
======================================
Id Material Apoyo | AREA | PROYECTO | Tipo de apoyo | Qué es? | Material de Apoyo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
1 |  | Mejora continua de efectividad | GENERAL | Software-herramienta GTD | facilethings.com |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  | Formación continua |  | Web para ver películas | cuevana2.tv |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  | Dónde comer |  | Restaurante barato y rico | Calle Merced, Metro Santa Lucía;Indio (New Horizon), árabe y thai |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  | Vender conociendo la mente del ser humano |  | Lectura en internet | Clotaire rapaille y su teoría del cerebro reptil |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  |  |  | Dirección Notaría Abogado querella Rodriguez&Asociados | Amunategui 361. Funcionario Hernan Moreno 2° piso |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  | 14 puntos de Deming  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  | Trabajo en Escondida MEL |  | Contraseña de Michale Kasimis para reserva de bus | Usuario: 160512245; clave 16051224 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  | MAGDA |  | Ropa interior | Talla ropa interior Magda: 36C sujetador; braguitas talla S |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  |  |  | Óptica cristal filtro luz azul | Óptica Tirol; dirección: pueblo inglés, 2° piso |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  | AYUDAS EMPRESA CHILE |  | Ayudas empresa | Sercotec: capital semilla, crece
Abeja: para mujeres |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  | Piedras y cuarzos |  | Piedras | Piedra Dioptasa, como la criptonita. Piedra que me recomienda Monse |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 | GUITARRA | Sigo aprendiendo cosas de guitarra |  | Web de Guitarra de Mariano, el argentino del Marley  | bravomariao.wordpress.com |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 | EXCEL |  |  | Web sobre Excel | es.excelworld.net/ |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 | KAISEN PERSONAL |  |  | Web de mi isapre VIDA TRES | isaprevidatres.cl |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  | Generación de contenido |  | Web de fotos, videos y audios GRATIS y de pago | pond5.com/ |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 | ANE | Competencia de ANE |  | Web de tour operador en Iquique (sólo tiene altiplano) | chileresponsibleadventure.com |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  |  |  | Material de Marketing de Red Paddle | redpaddleco.wiredrive.com/present-project-gallery/folderId/19235113/token/5d619dec03d1b1571c3ef36016e00920 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  |  | App | Own it (instalada) | Red de profesionales |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  | Vivir en Chile | Web | Datos sobre Vivir en Chile (trámites y demás) | perdidosenchile.cl |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 | ANE |  | Web | Web de paquetes de viaje por el mundo | gadventures.com |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 | KAISEN PERSONAL |  | Dato | Seguro médico de Ausenco | Temas dentales: Me cubre 60% y el tope son 20 UF |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 | KAISEN PERSONAL |  | Paypal | Cuenta de Paypal para recordar a la gente que me pague | paypal.me/josecortinat |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 | KAISEN PERSONAL |  | Paypal | Cuenta de Paypal | jmcortinat@yahoo.es |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 | KAISEN PERSONAL |  | Paypal | Cuenta de Paypal | jox_lifecoach@gmail.com |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  |  | Internet | avatar sobre mí para que aparezcan mis comentarios en la red | en.gravatar.com  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 | TRABAJO |  |  | ABB va a hacer el programa de capacitación de Ellipse para Anglo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 | LIBROS | Listado de Libros | LIBRO | Libro que habla del exito a las 10.000 horas | fueras de seriE |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 | JOX CORTINAT | He definido mi micro nicho en el que me voy a centrar | Facebook Page | Fan Page de Daniel Eisenman | Facebook de Daniel Eisenman: The Freedom Catalyst |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  |  |  | Correo electrónico | jox.livecoach@gmail.com |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  |  |  | Correo electrónico | joxtodaychile@gmail.com |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  |  |  | Envío dinero al extranjero | transferwise.com |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  |  | Web | Web para estudiar las tendencias, los nichos de mercado y lo que hay hoy día sobre un tema | magazines.com |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  |  | Webinars | Plataformas para hacer webinarios | Gotowebinar |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 |  |  | Webinars | Plataformas para hacer webinarios | Citrix online  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
[35 data rows]

======================================
=== SHEET: Material de Apoyo (54 rows x 8 cols) ===
======================================
Id | AREA | Objetivo | PROYECTO | Tipo de apoyo | Qué es? | Material de Apoyo | Notas
1 | ANE | Seguimos entregando videos bakanes en ANE | Próximo video finalizado | Canción | Canciones de Los Frequencies | Buscar la que más me gusta del spotify | 
2 | CURSOS |  |  | Curso | Curso de Productividad Minimalista de David Cantone | Está en ARCHIVO DIGITAL\4. My Reference\3. JOXCORTINAT | 
3 | FUENTES INGRESOS |  | Creada Nueva Fuente de ingresos | Software | Software para hacer presentaciones, webinars etc | SCREENFLOW. Software de Mac | 
4 | FUENTES INGRESOS |  | Creada Nueva Fuente de ingresos | Producto | Producto de David Cantone sobre Productivida. Lo vende mediante una presentación. Por 34 Dolares | productividadminimalista.com/ | 
5 | GTD |  | Sistema GTD personal en operación y completando mejora continua | Web | Web de José Miguel Bolivar | optimainfinito.com | 
6 | GTD |  |  | App | Aplicación Iphone para agendar reuniones, se sincroniza con Google Calendar | Tiny Calendar | 
7 | GTD |  |  | Software | Software que utiliza José Miguel Bolivar | mindjet.com | 
8 | MARCA PERSONAL |  | Mi estrategia de Marca Personal está construida habiendo aplicado el proceso de Personal Branding | Web | Web de Manuel Galdon (el dibujante que se fue a India) | manuelgaldon.com | 
9 | MARCA PERSONAL |  | Análisis de competencia en Chile realizado | Web | Web de mi competencia con método GTD en Chile | nextaction.cl | 
10 | MARCA PERSONAL |  | Análisis de competencia en Chile realizado | Persona | Persona Competencia GTD en Chile | José Caraball | 
11 | MARCA PERSONAL |  | Mi estrategia de Marca Personal está construida habiendo aplicado el proceso de Personal Branding | Web | Web de Andrés Pérez Ortega | brandingpersonal.com | 
12 | MARKETING ONLINE | MARKETING ONLINE | Tengo anuncions facebook sobre mis cosas | Curso | Facebook Ads "Retail Marketing Unleashed" de Samantha English   | members.retailmarketingunleashed.com/dashboard | 
13 | NETWORKING | Me expando y tengo más contactos | Me expando y tengo más contactos | Web | Web de Ibai Gesalaga | educaurum.com | Ibai es de Zarautz e hizo unos cursos en Lakari, yo podría hacer unos cursos la próxima vez que vaya
14 | NETWORKING | Me expando y tengo más contactos | Me expando y tengo más contactos | Web | Web de Lakari, tienda de Miren | lakari.eus | El año que viene voy a dar un curso
15 | SERVICIOS |  |  |  | Rodrigo Perez; tarjetas de visita, folletos y demás por buen precio. | rodrigo.perez8@gmail.com;974959015;Calle Bandera 566, oficina 34 | 
16 | TALLERES PRESENCIALES | Estoy impartiendo talleres salas arrendadas en Santiago y todo es un éxito |  |  | Web para publicitar mis cursos | tusclasesparticulares.cl/ | 
